Snow White ,One Song,"One Song
I have but one song
One song
Only for you
One heart
Tenderly beating
Ever entreating
Constant and true
One love
That has possessed me
One love
Thrilling me through
One song
My heart keeps singing
Of one love
Only for you
"
Robin Hood  ,Oo-de-lally,"Robin Hood and Little John
Walkin' through the forest
Laughin' back and forth
At what the other has to say
Reminiscin', this-'n'-thattin'
Havin' such a good time
Oo-de-lally, Oo-de-lally
Golly, what a day
Never ever thinkin' there was danger in the water
They were drinkin', they just guzzled it down
Never dreamin' that a schemin' sherrif and his posse
Was a-watchin' them an' gatherin' around
Robin Hood and Little John
Runnin' through the forest
Jumpin' fences, dodgin' trees
An' tryin' to get away
Contemplatin' nothin'
But escapin' finally makin' it
Oo-de-lally, Oo-de-lally
Golly, what a day
Oo-de-lally, Oo-de-lally
Golly, what a day
"
Nightmare Before Christmas,Oogie Boogie's Song,"OOGIE BOOGIE
Well, well, well, what have we here?
Sandy Claws, huh?
Oh, I'm really scared
So you're the one everybody's talkin' about, ha, ha
You're jokin', you're jokin'
I can't believe my eyes
You're jokin' me, you gotta be
This can't be the right guy
He's ancient, he's ugly
I don't know which is worse
I might just split a seam now
If I don't die laughing first
When Mr. Oogie Boogie says
There's trouble close at hand
You'd better pay attention now
'Cause I'm the Boogie Man
And if you aren't shakin'
Then there's something very wrong
'Cause this may be the last time now
That you hear the boogie song, ohhh
THREE BATS
Ohhh
OOGIE BOOGIE
Ohhh
SEVEN LIZARDS
Ohhh
OOGIE BOOGIE
Ohhh
SEVEN LIZARDS
Ohhh, he's the Oogie Boogie Man
OOGIE BOOGIE
Well if I'm feelin' antsy
And there's nothin' much to do
I might just cook a special batch
Of snake and spider stew
And don't ya know the one thing
That would make it work so nice?
A roly-poly Sandy Claws to add a little spice
THREE SKELETONS
Ohhh
OOGIE BOOGIE
Oh, yeah
THREE BATS
Ohhh
OOGIE BOOGIE
Ohhh
THREE BATS
Ohhh
OOGIE BOOGIE AND THREE SKELETONS
Oh, yeah, I'm (he's) the Oogie Boogie Man
SANTA
Release me now
Or you must face the dire consequences
The children are expecting me
So please, come to your senses
OOGIE BOOGIE
You're jokin', you're jokin'
I can't believe my ears
Would someone shut this fella up
I'm drownin' in my tears
It's funny, I'm laughing
You really are too much
And now, with your permission
I'm going to do my stuff
SANTA
What are you going to do?
OOGIE BOOGIE
I'm gonna do the best I can
(Musical interlude) 
Oh, the sound of rollin' dice
To me is music in the air
'Cause I'm a gamblin' Boogie Man
Although I don't play fair
It's much more fun, I must confess
When lives are on the line
Not mine, of course, but yours, old boy
Now that'd be just fine
SANTA
Release me fast or you will have to
Answer for this heinous act
OOGIE BOOGIE
Oh, brother, you're something
You put me in a spin
You aren't comprehending
The position that you're in
It's hopeless, you're finished
You haven't got a prayer
'Cause I'm Mr. Oogie Boogie
And you ain't going nowhere
"
Hunchback of Notre Dame,Out There,"Frolo:
The world is cruel, the world is wicked
It's I alone who you can trust in this whole city
I am your only friend
I who keep you, teach you, feed you, dress you
I who look upon you without fear
How can I protect you, boy, unless you always stay in here
Away in here.
(Spoken) Remember what I've taught you, Quasimodo.
You are deformed (Quasimodo): I am deformed
And you are ugly (Quasimdo): And I am ugly
And these are crimes for which the world shows little pity
You do not comprehend (Quasimodo): You are my one defender
Out there, they'll revile you as a monster (Quasimodo): I am a monster
Out there, they will hate and scorn and jeer (Quasimodo): Only a monster
Why invite their callamir and consternation, stay in here
Be faithful (Quasimodo): I'm faithful
Truly grateful (Quasimodo): I'm grateful
Do as I say, obey, (Quasimodo): I'll stay
(Both): In here.
Quasimodo: Safe behind these windows and these parapets of stone
Gazing at the people down below me
All my life I watch them as I hide up here alone
Hungry for the histories they show me.
All my life I memorize their faces,
knowing them as they will never know me
All my life I wonder how it feels to pass a day
Not above them, but part of them
And out there, living in the sun
Give me one day out there, all I ask is one
To hold forever, out there
Where they all live unaware
What I'd give, what I'd dare
Just to live one day out there!
Out there among the millers and the weavers and their wives
Through the roofs and gables I can see them
Everyday they shout and scold and go about their lives
Heedless of the gift it is to be them
If I was in their skin, I'd treasure every instant
Out there, strolling by the Seine
Taste a morning out there, like ordinary men
Who freely walk about there
Just one day, and then I swear I'll be content
With my share
Won't resent,
won't despair,
Old and bent,
I won't care
I'll have spent one day out there!
"
Anastasia Official Soundtrack,Paris Holds The Key To Her Heart,"lovers, olala
Welcome, my friend, to Paris
Here! Have a flower on me!
Forget where your from!
You're in France! Children come!
I'll show you that French joi de vie!
Paris holds the key to her heart,
And all of Paris plays a part!
You'll stroll two by two
Down what we call ""La rue""!,
And soon all !aris will be singing to you:
Oolala! Oolala! Oolala! Oolala!
Paris holds the key to ''amour!
When not even Freud knows the cure!
There's love in the air,
And before y percher!
The French have it down to an art!
Paris holds the key to her heart!
When your feeling blue come to Le Moulin!
When your hearts says don't,
The French say ""do""!
When you think you can't,
You'll find you can can!
Everyone can can can!
You can can can too!
Paris holds the keey to her past..
Yes, princess, I've found you at last...
No more pretend..
You'll be gone, that's the end.
Paris holds the key to her heart!
You'll be tres jolie and so smart!
Come dance through the night,
And forget all your woes!
In the city of lights!
Where a rose is a rose,
And one never knows what it holds!
Paris holds the key
to her heart!
(random oolala's fading out) 
"
Little Mermaid,Part Of Your World,"Look at this stuff
Isn't it neat?
Wouldn't you think my collection's complete?
Wouldn't you think I'm the girl
The girl who has everything?
Look at this trove,
Treasures untold,
How many wonders can one
cavern hold?
Looking around here you'd think
""Sure, she's got everything""
I've got gadgets and gizmo's a-plenty
I've got whoozits and whatzits galore
[You want thingamabobs? I've got twenty.]
But who cares?
No big deal,
I want more...
I wanna be where the people are,
I wanna see, wanna see 'em dancing 
Walking around on those
[What do you call 'em?] oh — feet!
Flipping your fins you don't get too far
Legs are required for jumpin', dancin'
strolling along down a
[What's that word again?] street
Up where they walk
Up where they run
Up where they stay all day in the sun
Wandering free
Wish I could be
Part of that world
What would I give
If I could live
Out of these waters?
What would I pay
To spend a day
Warm on the sand?
Betcha on land,
They understand
Bet they don't reprimand their daughters
Bright young women
Sick of swimming
Ready to stand
And ready to know what the people know
Ask 'em my questions and get some answers
What's a fire and why does it
What's the word?
Burn
When's it my turn?
Wouldn't I love
Love to explore the shore up above?
Out of the sea
Wish I could be
Part of that world
"
The Little Mermaid,Part of Your World,"Look at this stuff isn't neat?
Wouldn't you think my collection's complete?
Wouldn't you think i'm the girl,
The girl who has everything
Look at this trove
Treasures untold
How many wonders can one cavern hold?
Looking around here you think
""Sure, she's got everything""
I've got gadgets and gismos-a-plenty
I've got hoosits and watsits galore
You want thingamabobs I've got twenty
But who cares no big deal
I want more
I wanna be where the people are
I wanna see, wanna see 'em dancing
Walking around on those
What do ya call em? Oh.... feet
Flippin' your fins you don't get too far
Legs are required for jumping, dancing
Strollin' along down a
What's that word again?
Street
Up where they walk
Up where they run
Up where they stay all day in the sun
Wanderin' free
Wish I could be
Part of that world
What would I give if I could live out of these waters
What would I pay to spend a day warm on the sand
Betcha on land they understand
Bet they don't repremand their daughters
Bright young women
Sick of swimmin'
Ready to stand
And ready to know what the people know
Ask 'em my questions and get some answers
What's a fire? and why does it what's the word burn?
When's it my turn
Wouldn't I love, love to explore that shore up above
Out of the sea
Wish I could be
Part of that world.
"
Little Mermaid ,Part Of Your World,"Look at this stuff.
Isn't it neat?
Wouldn't you think my collection's complete?
Wouldn't you think I'm the girl,
 girl who has everything?
Look at this trove.
Treasures untold.
How many wonders can one cavern hold?
Looking around here you'd think
Sure, she's got everything
I've got gadgets and gizmo's a-plenty
I've got woozits and whatzits galore
You want thingamabobs? I've got 20.
But who cares?
No big deal,
I want more.
I wanna be where the people are.
I wanna see,
Wanna see 'em dancing.
Walking around on those
[What do you call 'em? oh, feet!]
Flipping your fins you don't get to far.
Legs are required for jumping, dancing,
strolling along down the
What's that word again? Street.
Oh, Up where they walk,
Up where they run,
Up where they stay all day in the sun,
Wandering free,
Wish I could be,
Part of that world.
What would I give
If I could live
Out of these waters?
What would I pay
To spend a day
Warm on the sand?
Bet'cha on land,
They understand
that they don't reprimend their daughters.
Bright young women,
Sick of swimming,
Ready to stand.
And I'm ready to know what the people know.
Ask 'em my questions and get some answers.
What's a fire and why does it
What's the word? Burn.
When's it my turn?
Wouldn't I love.
Love to explore the shore up above?
Out of the sea,
Wish I could be,
Part of that world.
Out of the sea,
Wish I could be,
Part of your world."
The Little Mermaid,Part Of Your World Reprise,"What would I give to live where you are,
What would I pay to stay here beside you
What would I do to see you, smiling at me
Where would we walk?
Where would we run?
If we could stay all day in the sun
Just you and me
Then I could be
Part of your world
I don't know when,
I don't know how
But I know something's starting right now
Watch and you'll see
Someday I'll be
Part of your world
"
Party time,party time,"Come on let I go while
we're having s party because 
it's party time 
it's party time
party
party
party
party time
we'll have a great time 
at the girl party 
girl party time !
"
Lady & the Tramp ,Peace on Earth,"Silent as the snowflake in the night
Holy is the spirit of this night
All the world is calm and peaceful
All the world is bright and joyful
Spirit of love and child of peace
Love unending that shall not cease
Peace, my children of goodwill
Peace, my children, peace, be still
"
Emperor’s New Groove,Perfect World,"The are despots and dictators
Political manipulators
There are blue bloods with the intellects of fleas
There are kings and petty tyrants
Who are so lacking in refinements
They'd be better suited swinging from the trees
He was born and raised to rule
No one has ever been this cool
In a thousand years of aristocracy
An enigma and a mystery
In Meso American History
The quintessence of perfection that is he
He's the sovereign lord of the nation
He's the hippest dude in creation
He's a hep cat in the emperor's new clothes
Years of such selective breeding
Generations have been leading
To this miracle of life that we all know
What's his name?
Kuzco, Kuzco (That's his name) 
Kuzco (He's the king of the world) 
Kuzco, Kuzco (Is he hip or what?) 
Kuzco (Ya) 
He's the sovereign lord of the nation
He's the hippest cat in creation
He's the alpha, the omega, a to z
And this perfect world will spin
Around his every little whim
'Cos this perfect world begins and ends with
What's his name?
Kuzco, Kuzco, Kuzco
Kuzco (That's his name) 
Kuzco, Kuzco (Is he hip or what) 
kuzco (Don't you know he's the king of the world?) 
Kuzco-(oh ya) -oooo (ow!) 
"
Phil Of The Future ,Phil Of The Future Theme Song,"Meet a boy named Phil and his family
On vacation from the 22nd century
They got a rented time-machine and they're on their way
To a time way, way, way back in the day
Chorus:
So now he's Phil, Phi-il of the future
Keeping it together just as best as he can
Phil, Phi-il of the future
He's a 22nd century man
A 22nd century man
On a holiday through history,
But the final destination was a mystery
But something on the time-machine had blown
So they ended up right here in our time-zone
So now he's Phil, Phi-il of the future
Never knew in history just where he would land
Phil, Phi-il of the future
He's a 22nd century man
A 22nd century man"
The Little Mermaid,Poor Unfortunate Souls,"Ursula:
The only way to get what you want...
...is to become a human yourself!
Ariel:
(Gasps with excitement) Can you do that?
Ursula:
My dear, sweet child,
That's what I do.
It's what I live for.
To help unfortunate merfolk,
Like yourself...
Poor souls with no one else to turn to...
I admit that in the past I've been a nasty
They weren't kidding when they called me, well, a witch
But you'll find that nowadays
I've mended all my ways
Repented, seen the light and made a switch
True?
Yes!
And I fortunately know a little magic
It's a talent that I always have possessed
And here lately, please don't laugh
I use it on behalf
Of the miserable, lonely and depressed
(Pathetic) 
Poor unfortunate souls
In pain
In need
This one longing to be thinner
That one wants to get the girl
And do I help them?
Yes, indeed
Those poor unfortunate souls
So sad
So true
They come flocking to my cauldron
Crying, ""Spells, Ursula please!""
And I help them?
Yes, I do
Now it's happened once or twice
Someone couldn't pay the price
And I'm afraid I had to rake 'em 'cross the coals
Yes, I've had the odd complaint
But on the whole I've been a saint...
To those poor unfortunate souls
Ursula:
Have we got a deal?
Ariel:
If I become human...
I'll never be with my father or sisters again.
Ursula:
But, you'll have, your man. (laughs slyly) 
Life's full of tough choices, isn't it? (laughs slyly) 
Oh!
And there is, one, more, thing!
We haven't discussed the subject of payment.
Ariel: But I don't have any -
Ursula:
I'm not asking much.
Just a token, really!
A trifle!
What I want
from you is . . .
...Your voice.
Ariel:
But without my voice, how can I -
Ursula:
You'll have your looks!
Your pretty face!
And don't underestimate
The importance of ... body language!
Ha!
The men up there don't like a lot of blabber
They think a girl who gossips is a bore
Yes, on land it's much preferred
For ladies not to say a word
And after all, dear, what is idle prattle for?
Come on, they're not all that impressed with conversation
True gentlemen avoid it when they can
But they dote and swoon and fawn
On a lady who's withdrawn
It's she who holds her tongue who gets her man
Come on, you poor unfortunate soul
Go ahead!
Make your choice!
I'm a very busy woman
And I haven't got all day
It won't cost much:
Just your voice!
You poor unfortunate soul!
It's sad,
But true!
If you want to cross a bridge, my sweet
You've got to pay the toll
Take a gulp and take a breath
And go ahead and sign the scroll!
(Flotsam, Jetsam, now I've got her, boys) 
The boss is on a roll
This poor unfortunate soul...
Now sing...
(Ariel) Ahhhhhhhhhhhhhhhhhhhhh...
(Ursula) Keep singing!
"
Aladdin,Prince Ali,"Make way for Prince Ali
Say hey! It's Prince Ali
Hey! Clear the way in the old Bazaar
Hey you!
Let us through!
It's a bright new star!
Oh Come!
Be the first on your block to meet his eye!
Make way!
Here he comes!
Ring bells! Bang the drums!
Oh! You gonna love this guy!
Prince Ali! Fabulous he!
Ali Ababwa Genuflect, show some respect
Down on one knee!
Now, try your best to stay calm
Brush up your sunday salaam
The come and meet his spectacular coterie
Prince Ali!
Mighty is he!
Ali Ababwa
Strong as ten regular men, definitely!
He faced the galloping hordes
A hundred bad guys with swords
Who sent those goons to their lords?
Why, Prince Ali
He's got seventy-five golden camels
Purple peacocks
He's got fifty-three
When it comes to exotic-type mammals
Has he got a zoo?
I'm telling you, it's a world-class menagerie
Prince Ali! Handsome is he, Ali Ababwa
That physique! How can I speak
Weak at the knee
Well, get on out in that square
Adjust your veil and prepare
To gawk and grovel and stare at Prince Ali!
There's no question this Ali's alluring
Never ordinary, never boring
Everything about the man just plain impresses
He's a winner, he's a whiz, a wonder!
He's about to pull my heart asunder!
And I absolutely love the way he dresses!
He's got ninety-five white Persian monkeys
(He's got the monkeys, let's see the monkeys) 
And to view them he charges no fee
(He's generous, so generous) 
He's got slaves, he's got servants and flunkies
(Proud to work for him) 
They bow to his whim love serving him
They're just lousy with loyalty to Ali! Prince Ali!
Prince Ali!
Amorous he! Ali Ababwa
Heard your princess was a sight lovely to see
And that, good people, is why he got dolled up and dropped by
With sixty elephants, llamas galore
With his bears and lions
A brass band and more
With his forty fakirs, his cooks, his bakers
His birds that warble on key
Make way for prince Ali!
"
Lion king,Prince ali ( reprise),"Prince Ali, yes it is he
But not as you know him
Read my lips and come to grips with reality
Yes, meet a blast from your past
Whose lies were too good to last
Say hello to your precious Prince Ali!
So Ali turns out to be merely Aladdin
Just a con, need I go on?
Take it from me
His personality flaws
Give me adequate cause
To send him packing on a one-way trip
So his prospects take a terminal dip
His assets frozen, the venue chosen
Is the ends of the earth - whoopee!
So long, ex-Prince Ali!
"
Aladdin ,Prince Ali (Jafar's Reprise.),"San-Oh Nera there's someone I'm dying to introduce you to!
Mesa-San! Get your hands of Nera!
San-Prince Mesa yes it is he but not as you like him!
Who's lies were to evil to last say hello to your precious prince Mesa!
Mesa-Nera! I tried to tell you!
San-It's Prince Mesa! Bwah ha he ha ha!
"
Captain EO ,Privacy,"Ain't the pictures enough, why do you go through so much
To get the stories you need, so you can bury me
You've got the people confused, you tell the stories you choose
You try to get me to lose the man I really am
You keep on stalking me, invading my privacy
Won't you just let me be
'Cause your cameras can't control, the minds of those who know
That you'll even sell your soul just to get a story sold
CHORUS
I need my privacy, I need my my privacy
So paparazzi, get away from me
Some of you still wonder why, one of my friends had to die
To get the message across, that yet you haven't heard
My friend was chased and confused, like many others i knew
But on that cold winter night, my pride was snatched away
Now she get no second chance, she just ridiculed and harassed
Please tell me why
Now there's a lesson to learn, respect's not given, it's earned
Stop maliciously attacking my intergrity
CHORUS
Now there's a lesson to learn, stories are twisted and turned
Stop maliciously attacking my intergrity
CHORUS x 3"
Epcot ,Promise,"Every evening
Brings an ending
Every day becomes a legacy
Every sunset
Leads to morning
With the promise of opportunity
We can reach for the stars we find along the way
Dreaming as we learn to love everyday
Promise
You will take my hand
As tomorrow comes
We'll go on
We'll go on
Growing closer through the years
Moving on
Through the good times and the tears
Ever on
Another thousand circles 'round the sun
If two can be as one
We'll go on
There is music
If you listen
In the rhythm of each breath we take
Destinations
Undiscovered
Revelations from every choice we make
And I know
There are diamonds dancin' in the sky
All we have to do
Is open our eyes
Promise
We'll walk side by side
As a new day dawns
We'll go on
We'll go on
Growing closer through the years
Moving on
Through the good times and the tears
Ever on
Another thousand circles 'round the sun
A new life has begun
The two of us as one
We'll go on
Moving on
Through the good times and the tears
Ever on
Another thousand circles 'round the sun
A new life has begun
When two of us are one
And we live to keep the promise
We'll go on
Ever on
We'll go on
"
Mulan ,Reflection Mulan,"Look at me,
I will never pass for a perfect bride, or a perfect daughter.
Can it be,
I'm not meant to play this part?
Now I see, that if I were truly to be myself,
I would break my family's heart.
Who is that girl I see, staring straight back at me?
Why is my reflection someone I don't know?
Somehow I cannot hide
Who I am, though I've tried.
When will my reflection show, who I am, inside?
How I pray, that a time will come,
I can free myself, from their expectations
On that day, I'll discover someway to be myself,
and to make my family proud.
They want a docile lamb,
No-one knows who I am.
Must there be a secret me,
I'm forced to hide?
Must I pretend that I am someone else for all time?
When will my reflection show, who I am inside?
When will my reflection show, who I am inside?
"
Frozen,Reindeer Are Better Than People,"Kristoff: Reindeer are better than people; Sven don't you think that's true?
Kristoff as Sven: Yeah people will beat you and curse you and cheat you; everyone of them's bad except you
Kristoff: Aw, thanks buddy. But people smell better than reindeer; Sven don't you think I'm right?
Kristoff as Sven: That's once again true for all except you
Kristoff: You got me, let's call it a night
Kristoff as Sven: Good night
Kristoff: Don't let the frostbite bite
"
The Rescuers,Rescue Aid Society,"R-E-S-C-U-E
Rescue Aid Society
Heads held high, touch the sky
You mean everything to me
In a fix, in a bind
Call on us anytime
We'll appear from nowhere
Mighty are we
R-E-S-C-U-E
Rescue Aid Society
Honesty, loyalty
We pledge to thee
R-E-S-C-U-E
Rescue Aid Society
Heads held high, touch the sky
You mean everything to me
In a jam, in a scrape
And you think, ""no escape""
Do not fear, we'll be here
Courageous are we
R-E-S-C-U-E
Rescue Aid Society
Heads held high, touch the sky
Our hearts we pledge to thee
"
Kim Possible ,Ringling Jingling Christmas,"Hey gang! 
It's not the turkey or the stuffing or the gifts around the tree. It's a warm and fuzzy feeling that begins with you and me.
So put away those petty problems and embrace your fellow man
And join the celebration all across this wonderful land.
CHORUS
Have a ringling jingling costumingling christmas (ding-a-ring-a-ling ding-a-ring-a-ling) 
Have a hop-along sing-along happy holidays (bark 2x) join the friends
and have the funnist cheer it's the happpiest lovlyest comprest favorite
time of year....WOOOOOOOO!"
Disney's Descendants,Rotten To The Core,"They say I'm trouble, they say I'm bad
They say I'm evil and that makes me glad
A dirty no-good, down to the bone
Your worst nightmare, can't take me home
So I got some mischief in my blood
Can you blame me?
I never got no love
They think I'm callous, a low-life hood
I feel so useless, misunderstood
Mirror, mirror on the wall
Who's the baddest of them all?
Welcome to my wicked world, wicked world
I'm rotten to the core, rotten to the core
I'm rotten to the core
Who could ask for more?
I'm nothing like the kid next, like the kid next door
I'm rotten to the (core) 
I'm rotten to the core
Call me a schemer, call me a freak
How can you say that?
im just unique!
What, me? A traitor?
Ain't got your back?
Are we not friends?
What's up with that?
So I'm a misfit, so I'm a flirt
I broke your heart? I made you hurt?
The past is past
Forgive, forget
The truth is, you ain't seen nothing yet
Mirror, mirror on the wall
Who's the baddest of them all?
Welcome to my wicked world, wicked world
I'm rotten to the core, rotten to the core
I'm rotten to the core
Who could ask for more?
I'm nothing like the kid next, like the kid next door
I'm rotten to the (core) 
I'm rotten to the core
Original
Unusual
You can say what you want, but we will always be
Rotten to the core, rotten to the core
Rotten to the core
Who could ask for more?
I'm nothing like the kid next, like the kid next door
I'm rotten to the, I'm rotten to the
I'm rotten to the core, rotten to the core
I'm rotten to the core
Who could ask for more?
I'm nothing like the kid next, like the kid next door
I'm rotten to the (core) 
I'm rotten to the core
"
Kim Possible ,Rufus,"Yo, listen up,
Have a howler from Ron
The Naked Mole Rap is the
Name of the song
Here's the story
In all it's glory
Ain't hiding nothin?
Don't know what the truth is,
How Ron met Rufus
Never heard a cat yarn
Never heard a puppy kern
My dad's allergic to every kind of fur
So I searched for hairless pets
On the internet
Saw a a'this thing on a pet thing
Gonna need sun screen
What is that, that freaky thing?
(Yes, that's right
It's a naked mole rat) 
C'mon, y'all, let the girlies sing
(Listen to the naked mole rap) 
What is that, that freaky thing?
(Yes, that's right
It's a naked mole rat) 
Hey, wait I can't hear the girlies sing
(Listen to the naked mole rap) 
I heard Smarty Mart was
Havin? a sale
On a hairless pink rodent
With a long skinny tail
It seemed that this could be a solution
The perfect pet for my dad's
Sensitive constitution
So the manager came
To open the cage
He said,
?You know this pet's hairless??
I said I couldn't care less
He handed him to me he said,
?Be careful, don't drop it,
And do you want this cage??
No I keep him in my pocket
What is that, that freaky thing?
(Yes, that's right
It's a naked mole rat) 
C'mon, y'all, let the girlies sing
(Listen to the naked mole rap) 
What is that, that freaky thing?
(Yes, that's right
It's a naked mole rat) 
I'm gonna buy me, some bling bling (Listen to the naked mole rap) 
(Rufus, the naked mole rat) 
Can I get a boo-ya
Can I get a boo-ya
Look at the camera say cheese
Smile for the camera say cheese
Can I get a boo-ya
Can I get a boo-ya
Look at the camera say cheese
Smile for the camera say cheese
We've heard of Bueno Nacho
Chimerito and a naco
Always grande size it
Why not? I'm buyin?
Wit? Rufus in my pocket
You can't stop it
Can't top it, don't drop it
You might just pop it
Rufus and Ron Stoppable
Wit? our best friend, Kim Possible
We're not afraid of any attack
Yo, K.P. we've got your back
"
Nightmare Before Christmas,Sally's Song,"I sense there's something in the wind
That feels like tragedy's at hand
And though I'd like to stand by him
Can't shake this feeling that I have
The worst is just around the bend
And does he notice, my feelings for him?
And will he see, how much he means to me?
I think it's not to be
What will become of my dear friend
Where will his actions lead us then?
Although I'd like to join the crowd
In their enthusiastic cloud
Try as I may, it doesn't last
And will we ever, end up together? 
No, I think not, it's never to become
For I am not the one.
"
Grease,Sandra Dee Reprise,"Look at me ,
there has to be
something more than what they see.
wholesome and pure,
also scared and unsure
upon them, Sandra dee,
Sandy you must start a new
dont you know what you must do
Hold your head high
take a deep breath and sigh,
good bye to sandra dee
"
Newsies,Sante' Fe,"Newsies - Sante Fe
//Jack singing entire song//
So that's what they call a family
Mother, daughter, father, son...
Guess that everything you heard about is true
So you ain't got any family...
Well who said you needed one?
Aint ya glad nobodies waitin up for you?
When I dream, on my own, I'm alone but I ain't lonely...
For a dreamer, night's the only time of day...
When the citie's finally sleepin
And my thoughts begin to stray
And I'm on the train that's bound for Sante Fe...
And I'm free, like the wind, like I'm gonna live forever
It's a feelin time can never take away...
All I need's a few more dollars
And I'm outta here to stay...
Dreams come true, yes they do,
In Sante Fe....
Where does it say ya gotta live and die here?!
Where does it say a guy can't catch a break?!
Why should you always take what you're given?!
Why should you spend your whole life livin trapped where there ain't no future?
Even at Seventeen?
Breakin your back for someone else's sake?
If the life don't seem to suite ya, how bout a change of scene?
Far from the lousy headlines and the deadlines in between?
**Music interlude**
Sante Fe?
Are you there?
Do you swear you won't forget me?
If I found you would you let me come and stay?
I ain't gettin any younger, and before my dying day...
I want space, not just air
Let them laugh in my face I don't care
Save a place, I'll be there...
So that's what they call a family...
Aint you glad you ain't that way?
Ain't you glad you got a dream called Sante Fe?
"
Kim Possible,Say The Word,"~(Oh... uh huh, all you have to do is say the word--right there) ~
I'm on it, I got it.
I can do anything.
What you need?
Got your back.
Just say the word i'm there.
If you find your world is cavin' in.
You can bet your gonna' need a friend.
(someone to take, to take those fears away) 
Someone to take those fears away.
Say the word.
Make a call, and i'll be there.
Anytime, anywhere, have you heard?
That I'm all about saving your world.
All you have to do is say the word.
In trouble, in too deep.
This is a promise that I can't keep.
Make it right, count on me.
To be the best friend I can be.
(When your life is upside down i'll be the one to turn it around) 
When your life is spinnin upside down, I'll be the one to turn it around.
Say the word.
Make a call, and I'll be there.
Anytime, anywhere, have you heard?
That I'm all about saving your world.
All you have to do is say the word.
*Oh, say the word.
Uh huh, say the word.
Oh, say the word.*
(If your world is cavin in, I'll bet your gonna need a friend.
Someone to take, to take those fears away, away, away) 
If you find your world is cavin' in.
You can bet your gonna need a friend.
You will fly oh I will take your fears away.
Say the word.
Make a call and I'll be there.
Anytime, anywhere have you heard?
That I'm all about saving your world.
All you have to do is say the word.
You have the number call my name.
Pay your dime, got your beep, say the word.
Cause I'm all about saving your world.
All you have to do is say the word.
"
Goodbye Christopher Robin ,Saying Goodbye,"Saying goodbye baby is hard to do
Especially harder when I say it to you
Seeing you stand there with the tears in your eyes
I give you that last kiss and you started to cry
And even though we've been apart before
I've never got use to this feeling at all
Seeing you stand there as I walk away
You say you love me in a sweet crying face
[Chorus]
Oh I love you, I love you, I love you too
And I hate to, I hate to, to say goodbye
Seeing you stand there with tears in your eyes
It breaks my heart to say goodbye
Time has come for me to go away
I'll know I'll miss you every night and day
Thousands of miles I'll be a distant from you
A million more times I'll be thinking of you
And even though we've been apart before
I've never got use to this feeling at all
Seeing you stand there as I walk away
You say you love me in a sweet crying face
Saying goodbye baby is hard to do
Especially harder when I say it to you
Seeing you stand there with the tears in your eyes
I give you that last kiss and you started to cry
And even though we've been apart before
I've never got use to this feeling at all
Seeing you stand there as I walk away
You say you love me in a sweet crying face
[Chorus 2x]"
Aristocats,Scales And Arpeggios,"do mi do mi do so mi do
Every truly cultured music student knows
You must learn your scales and your arpeggios
Bring the music ringing from your chest
And not your nose
While you sing your scales and your arpeggios
If your faithful to your daily practicing
You will find you progress is encouraging
Do mi so mi do me so mi fa la so it goes
When you do your scales and your arpeggios
Do mi so do
do mi so do do so mi do (Repeat) 
Though at first it seems as though it doesn't show
Like a tree ability will bloom and grow
If you're smart you'll learn by heart what every artist knows
Your must sing your scales
And your arpeeee ee eeggioooooooooos!
:::bang:::
"
Recess: Schools Out ,School's Out,"1, 2, 3, I missed the bus as it came around
And then in gym class my pants fell down.
Looked in my locker couldn't find my books
And now all the teachers gave me dirty looks.
Came around with my backpack on
Hittin' the books with my baton.
I stare at the clock and wait for the bell
If it doesn't ring soon, I'm gonna yell:
*SCHOOL'S OUT!
Let's rock and roll!
SCHOOL'S OUT!
Gonna lose control!
SCHOOL'S OUT!
Recess never ends!
SCHOOL'S OUT
Party with my friends!*
*means 2 times
SCHOOL'S OUT!!!"
Newsies,Seize The Day,"Open the gates and seize the day
Don't be afraid and don't delay
nothing can breaK us
no one can make us
give our rights away
arise and seize the day!
Now is the time to seize the day
(Now is the time to seize the day) 
Send out a call and join the fray
(Send out a call and join the fray) 
Wrongs will be righted
if we're united
let us seize the day!
Friends of the friendless seize the day
(friends of the friendless seize the day) 
Raise up the torch and light the way
(Raise up the torch and light the way) 
Proud and defiant
we'll slay the giant
let us seize the day!
Neighbor to Neighbor
Father to son
one for all
and all for one
Open the gates and seize the day
(Open the gates and seize the day) 
Don't be afraid and don't delay
(Don't be afraid and don't delay) 
Nothing can break us
no one can make us
give our rights away
neighbor to neighbor
father to son
one for all
and all for one
"
Newsies,Seize The Day From Newsies,"Open the gates and seize the day
Don't be afraid and don't delay
Nothing can break us no one can make us
Give our rights away
Arise and seize the day
Now is the time to seize the day
(now is the time to seize the day) 
Send out the call and join the fray
(send out the call and join the fray) 
Wrongs will be righted
If we're united
Let us seize the day
Friends of the friendless seize the day
(friends of the friendless seize the day) 
Raise up the torch and light the way
(raise up the torch and light the way) 
Proud and defiant
We'll slay the giant
Let us seize the day
Neighbor to neighbor
Father to son
One for all and all for one
Open the gates and seize the day
(open the gates and seize the day) 
Don't be afraid and don't delay
(don't be afraid and don't delay) 
Nothing can break us
No one can make us
Give our rights away
Neighbor to neighbor
Father to son
One for all and all for one
"
